labelAnnotations,fullTextAnnotation,image_file
"Jacket,Outerwear,Team,Gesture,T-shirt,Hat,Fun,Baseball cap,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_948.jpeg
"Eyewear,Gesture,Cap,Leisure,T-shirt,Pink,Magenta,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_949.jpeg
"Crowd,Cap,Leisure,Jeans,Red,T-shirt,Hat,Baseball cap,People,Event",EFF,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_95.jpeg
"Eyewear,Gesture,Cap,T-shirt,Magenta,Finger,Fun,Baseball cap,Sleeve,Event","F
REFE",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_950.jpeg
"Eyewear,Cap,Leisure,Cricket cap,T-shirt,Magenta,Hat,Fun,Baseball cap,Sleeve",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_951.jpeg
"Crowd,Cap,Gesture,Leisure,Recreation,T-shirt,Magenta,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_952.jpeg
"Crowd,Bag,Team,Leisure,Luggage and bags,Recreation,T-shirt,Hat,Fun,Event",FIL,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_953.jpeg
"Crowd,Team,Bag,Leisure,Luggage and bags,Recreation,T-shirt,Costume,Flooring,Event",FIC,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_954.jpeg
"Crowd,Bag,Leisure,Luggage and bags,Recreation,T-shirt,City,Fun,Backpack,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_955.jpeg
"Crowd,Bag,Tourism,Leisure,Luggage and bags,T-shirt,Room,Fun,Backpack,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_956.jpeg
"Crowd,Team,Leisure,Luggage and bags,Trousers,Jeans,T-shirt,Hat,Product,Event",مال,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_957.jpeg
"Carmine,Crowd,Team,T-shirt,Costume,Magenta,Room,Fun,Fictional character,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_958.jpeg
"Carmine,Crowd,Leisure,Magenta,Room,Hat,Fun,Fashion design,Travel,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_959.jpeg
"Beard,Cap,Leisure,Red,Recreation,T-shirt,Hat,Fun,Baseball cap,Event",XEFF,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_96.jpeg
"Carmine,Crowd,Leisure,Luggage and bags,Recreation,T-shirt,Magenta,Room,Fun,Event",ها,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_960.jpeg
"Crowd,Bag,Leisure,Luggage and bags,Recreation,T-shirt,Room,Hat,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_961.jpeg
"Crowd,Cap,Gesture,T-shirt,City,Hat,Passenger,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_962.jpeg
"Jacket,Cap,Gesture,Leisure,Recreation,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_963.jpeg
"Eyewear,Crowd,Gesture,Cap,Luggage and bags,Recreation,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_964.jpeg
"Jacket,Eyewear,Crowd,Team,Gesture,Leisure,Recreation,T-shirt,Baseball cap,Event",Ovedec,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_965.jpeg
"Crowd,Team,Cap,Leisure,Recreation,T-shirt,Hat,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_966.jpeg
"Personal protective equipment,Crowd,Team,Leisure,Recreation,T-shirt,Costume,Magenta,Fun,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_967.jpeg
"Crowd,Team,Competition event,Cap,Leisure,Recreation,T-shirt,Fun,Baseball cap,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_968.jpeg
"Competition event,Cap,Headgear,Cricket cap,Recreation,T-shirt,Hat,Polo shirt,Baseball cap,Event",C,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_969.jpeg
"Beard,Cap,Smile,Jeans,Red,Clothing,T-shirt,Community,Hat,Baseball cap",EFF,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_97.jpeg
"Crowd,Cap,Leisure,T-shirt,Magenta,Hat,Fun,Baseball cap,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_970.jpeg
"Crowd,Cap,Leisure,Trousers,Recreation,T-shirt,Hat,Fun,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_971.jpeg
"Team,Cap,Cricket cap,Recreation,T-shirt,Hat,Fun,Baseball cap,Sleeve,Event",Ovdesm,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_972.jpeg
"Personal protective equipment,Team,Cap,Trousers,Jeans,Recreation,Magenta,Hat,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_973.jpeg
"Personal protective equipment,Crowd,Team,Recreation,T-shirt,Magenta,Hat,Shorts,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_974.jpeg
"Jacket,Crowd,Team,Leisure,Recreation,T-shirt,Magenta,Hat,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_975.jpeg
"Personal protective equipment,Crowd,Cap,Leisure,Recreation,Magenta,Windbreaker,Fun,Sleeve,Event",NP,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_976.jpeg
"Jacket,Personal protective equipment,Carmine,Team,Cap,Recreation,Hat,Fun,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_977.jpeg
"Jacket,Personal protective equipment,Team,Job,Recreation,Magenta,Hat,Fun,Sleeve,Event","רן
FEE",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_978.jpeg
"Jacket,Carmine,Crowd,Team,Cap,T-shirt,Hat,Public event,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_979.jpeg
"Beard,Cap,Headgear,Jeans,Red,Hat,Baseball cap,Sleeve,Social group,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_98.jpeg
"Crowd,Team,Recreation,T-shirt,Magenta,Hat,Fun,Public event,Sleeve,Event",ham,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_980.jpeg
"Jacket,Carmine,Crowd,Team,Recreation,T-shirt,Hat,Public event,Sleeve,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_981.jpeg
"Carmine,Crowd,Team,Recreation,T-shirt,Magenta,Hat,Public event,Transport,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_982.jpeg
"Jacket,Crowd,Team,Fan,Recreation,T-shirt,Hat,Public event,Sleeve,Event",harmacy,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_983.jpeg
"Jacket,Crowd,Team,Fan,Recreation,T-shirt,City,Hat,Public event,Event",pharmacy,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_984.jpeg
"Crowd,Recreation,T-shirt,Tradition,Audience,Magenta,Hat,Public event,Sleeve,Event",amacy,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_985.jpeg
"Crowd,Team,Fan,Recreation,T-shirt,Tradition,Audience,Hat,Public event,Event",pharmacy,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_986.jpeg
"Crowd,Cap,Leisure,Fan,T-shirt,Audience,Hat,Baseball cap,Public event,Event","C
pharmacy
al",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_987.jpeg
"Crowd,Team,Youth,Fan,Recreation,T-shirt,Hat,Product,Social group,Event","C
pharmacy
h",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_988.jpeg
"Crowd,Team,Human,Red,Fan,T-shirt,Audience,Hat,Public event,Event","CILE
pharmacy
ealth",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_989.jpeg
"Beard,Cap,Smile,Leisure,Jeans,T-shirt,Hat,Baseball cap,Sleeve,Event",EFT,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_99.jpeg
"Crowd,Team,Red,Fan,T-shirt,Tradition,Audience,Hat,Public event,Event","pa
E
pharmacy
ah
CONOMIC",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_990.jpeg
"Crowd,Team,Rebellion,Red,Fan,T-shirt,Audience,Hat,Public event,Event","appa
pharmacy
alti
CONGNIC",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_991.jpeg
"Crowd,Team,Cap,Public space,Red,Fan,T-shirt,Hat,Baseball cap,Event","pa
pharmacy
alt",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_992.jpeg
"Crowd,Team,Leisure,Chair,Red,Fan,T-shirt,Audience,Public event,Event","pharmacy
OMONIC
SEEDOM",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_993.jpeg
"Crowd,Team,Leisure,Red,Fan,Recreation,T-shirt,Audience,Public event,Event","回
pharmacy
ECONOMIC
FREEDOM
OUR
branc
LO
22",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_994.jpeg
"Crowd,Team,Leisure,Fan,Red,Recreation,T-shirt,Hat,Public event,Event","brands ye
Pharmacy
LOVE
22
ECONOMIC
ALEDOM
UCTING",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_995.jpeg
"Crowd,Team,Leisure,Fan,T-shirt,Audience,Hat,Sun hat,Public event,Event","10
pharmacy
th
brands you
LOVE
32",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_996.jpeg
"Crowd,Team,Youth,Fan,Suit,T-shirt,Community,Public event,Product,Event","appa
pharmacy
brands you
LOVE
bron
LC
health
me
32",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_997.jpeg
"Carmine,Crowd,Team,Festival,Fan,Tradition,Audience,Public event,People,Event",,clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_998.jpeg
"Carmine,Crowd,Team,Festival,Fan,Red,T-shirt,Audience,Public event,Event","pharmacy
heath
me",clickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFallclickssample60CICJuliusMalemaatClicksMalloftheNorthClicksMustFall_scene_999.jpeg
"Tie,Entertainment,World,Coat,Spokesperson,Suit,Sky,Blue,Microphone,Television presenter",,clickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAYclickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAY_scene_0.jpeg
"Snapshot,Eyewear,Baseball cap,Cap,Photograph,News,Font,Vision care,Hat,Glasses","ICK
ي
NETWORKS
OT
GB
NEWS CLICKS TAKES DECISION TO CLOSE ALL STORES TODAY
THIS AFTER EFF PROTEST OVER CONTROVERSIAL HAIR ADVERT",clickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAYclickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAY_scene_1.jpeg
"Fixture,Trousers,Suit,Flooring,Interior design,Room,Brand,Retail,Building,Event","ITV
W
NEWS CLICKS TAKES DECISION TO CLOSE ALL STORES TODAY
THIS AFTER EFF PROTEST OVER CONTROVERSIAL HAIR ADVERT
hp store",clickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAYclickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAY_scene_2.jpeg
"Engineering,Customer,Security,Job,T-shirt,Flooring,Font,Building,Sleeve,Event","ي
ITV
ICLICKS
GUARD
SAFETY OFFICER
NEWS CLICKS TAKES DECISION TO CLOSE ALL STORES TODAY
THIS AFTER EFF PROTEST OVER CONTROVERSIAL HAIR ADVERT
Fublic Safety
DISHGUARD",clickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAYclickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAY_scene_3.jpeg
"Leisure,Trousers,Job,Flooring,Advertising,Font,Room,Brand,Art,Event","ITV
NEWS CLICKS TAKES DECISION TO CLOSE ALL STORES TODAY
THIS AFTER EFF PROTEST OVER CONTROVERSIAL HAIR ADVERT
UP TO
65
ww",clickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAYclickssample60CLICKSTAKESDECISIONTOCLOSEALLSTORESTODAY_scene_4.jpeg
"Plant,Jewellery,Flash photography,Happy,Human,Smile,Forehead,Fashion design,Sleeve,Black hair",0°,clickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYINGclickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYING_scene_0.jpeg
"Fashion,Chin,Eye,Eyelash,Forehead,Head,Eyebrow,Lip,Headpiece,Face",,clickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYINGclickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYING_scene_1.jpeg
"Ear,Jewellery,Happy,Gesture,Eyelash,Eyebrow,Beauty,Neck,Fashion design,Black hair",,clickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYINGclickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYING_scene_2.jpeg
"Adaptation,Twig,Happy,Rectangle,Pedicel,Font,Magenta,Terrestrial plant,Art,Event","Tshidi Radebe
Ơ
Tshidi Radebe
✪
The Tshidi Radebe
f
The Tshidi Radebe",clickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYINGclickssample60ClicksAfriTrueNaturalsREVIEWFULLWASHDAYROUTINE+BLOWDRYING_scene_3.jpeg
"Blazer,Tie,Coat,Suit,Spokesperson,Technology,Laptop,Speech,Product,Television presenter","NEWSFEED
WITH STEPHEN GROOTES
NEWRO
ZZEKKER CHODLEZ
NEW ROOM
MEM2LEED FRIKA
Our News Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_0.jpeg
"Jaw,Software,Gesture,Eyelash,Logo,Eyebrow,Font,Screenshot,Wood,Brand","=
CLICKS
8
Q
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEWZROOM
AFRIKA
Our News, Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_1.jpeg
"Electronic device,Tie,Coat,Suit,Spokesperson,Bottle,Laptop,Speech,Product,Microphone","NEWSFEED
STEPHEN GROOTES
NEW ROOM
MEM2LEED FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_10.jpeg
"Science,Electric blue,History,Symmetry,Font,Terrestrial plant,Brand,Art,Circle,Event","Clicks Health and Beauty retailer will
be trading as normal on Monday 7 September,
despite the call by the Economic Freedom Fighters
(EFF) for strike action and closure of stores.
Clicks provides a much-needed healthcare service
to South Africans and stores will not be closed.
Contingency plans have been put in place to
ensure the safety of both customers and staff.
Clicks has taken full accountability and
apologised unreservedly for the advertisement
published on its website and has taken immediate
action to address all concerns.
NEWZROOM
AFRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_11.jpeg
"Abdomen,Jaw,Software,Eyelash,Logo,Eyebrow,Font,Screenshot,Communication Device,Brand","=
CLICKS
8
Q
2
-
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Out Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_12.jpeg
"Event,Facade,Door,Gas,City,Font,Advertising,Retail,Building,Signage","louble
ur cashback
CLICKS+
double
your coahbock
NEW ROOM
FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_13.jpeg
"Skin,Jaw,Chin,Eyelash,Eyebrow,Font,Mouth,Neck,Nose,Black hair","ос
FRIZZY
& DULL
HAIR
3.
NORMAL
HAIR
NEW ROOM
FRIKA
Our New Our Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_14.jpeg
"Sign,Facade,Rectangle,Line,Advertising,Wood,Font,Signage,Number,Room","CLICKS+
NEWZROOM
AFRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_15.jpeg
"Multimedia,Flash photography,Formal wear,Eyelash,Suit,Font,Room,Brand,Television presenter,Event","DRY &
DAMAGED
HAIR
NEW ROOM
FRIKA
Our News Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_16.jpeg
"Blazer,Tie,Coat,Suit,Spokesperson,Bottle,Speech,Display device,Product,Event","NEWSFEED
STEPHEN GROOTES
NEW ROOM
MEM2LEED FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_17.jpeg
"Blond,Gesture,Human,Hair,Suit,Font,Beauty,Screenshot,Television presenter,Event","FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our View",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_18.jpeg
"Electronic device,Multimedia,Software,Suit,Font,Screenshot,Brand,Display device,Television presenter,Event","CLICKSC
2 Q & O
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our View",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_19.jpeg
"Street,Facade,Door,Gas,City,Font,Advertising,Retail,Building,Signage","CLICKS+
BODYCO
louble
our cashback
on boby product
pay day
savings
double
your cashback
NEW ROOM
AFRIKA
Our News, Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_2.jpeg
"Television program,Multimedia,Chef,News,Advertising,Font,Cooking,Display device,Television presenter,Event","EFF
FF
EFF
Economic Freedom Fighters
arou
#EFFFreedomDay
stated in our previous media statement, the EFF believes that schools must not be opened because non-neg
NEW ROOM
FRIKA
Our News Out Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_20.jpeg
"Electronic device,Multimedia,Software,Suit,Curtain,Wood,Font,Screenshot,Technology,Display device","8
FRIZZY
& DULL
HAIR
NORMAL
HAIR
NEW ROOM
FRIKA
Our New Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_21.jpeg
"Tie,Computer,Coat,Suit,Spokesperson,Technology,Audio equipment,Laptop,Display device,Product","NEWSFEED
STEPHEN GROOTES
NEW ROOM
MEM2LEED FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_22.jpeg
"Jaw,Software,Eyelash,Logo,Eyebrow,Font,Screenshot,Communication Device,Brand,Chest","E
CLICKS
8
Q
இ
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our View",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_23.jpeg
"Facade,Fixture,Door,Gas,City,Font,Advertising,Retail,Building,Signage","louble
Our cashback
CLICKS+
double
your coshbock
NEW ROOM
FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_24.jpeg
"Skin,Jaw,Chin,Eyelash,Eyebrow,Font,Mouth,Neck,Nose,Black hair","ос
FRIZZY
& DULL
HAIR
3
NORMAL
HAIR
NEW ROOM
FRIKA
Our News Our Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_25.jpeg
"Sign,Facade,Rectangle,Advertising,Wood,Font,Signage,Number,Room","CLICKS+
NEWZROOM
AFRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_26.jpeg
"Jaw,Jewellery,Flash photography,Photo caption,Eyelash,Darkness,Font,Neck,Fashion accessory,Chest","DRY &
DAMAGED
HAIR
NEWZROOM
FRIKA
Our New Our View",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_27.jpeg
"Blazer,Multimedia,Software,Smile,Suit,Advertising,Font,Screenshot,Technology,Display device","CLICKSC
& Q &
DRY&
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
AFRIKA
Our News Out Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_28.jpeg
"Blazer,Electronic device,Multimedia,Smile,Suit,News,Font,Screenshot,Technology,Display device","CLICKSC.
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
AFRIKA
Our News, Our Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_29.jpeg
"Skin,Jaw,Chin,Eyelash,Eyebrow,Font,Mouth,Neck,Nose,Black hair","ос
FRIZZY
& DULL
HAIR
3
NORMAL
HAIR
NEWZROOM
FRIKA
Our News, Our Views.",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_3.jpeg
"Blazer,Tie,Coat,Suit,Spokesperson,Technology,Speech,Display device,Product,Microphone","NEWSFEED
STEPHEN GROOTES
NEW ROOM
MEM2LEED FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_30.jpeg
"Multimedia,Projector accessory,Suit,Advertising,Font,Presentation,Brand,Display device,Television presenter,Event","CLICKS+
NEW ROOM
FRIKA
Our New Our Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_31.jpeg
"Blazer,Multimedia,Flash photography,Formal wear,Eyelash,Suit,Advertising,Font,Brand,Display device","DRY &
DAMAGED
HAIR
NEW ROOM
FRIKA
Our New Our Views",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_32.jpeg
"Tie,Computer,Suit,Spokesperson,Bottle,Technology,Laptop,Display device,Product,Event","NEWSFEED
STEPHEN GROOTES
NEW ROOM
ИЕМГЕЕЕD FRIKA",clickssample60ClicksGroupCEOexplainsthecontroversialadvertclickssample60ClicksGroupCEOexplainsthecontroversialadvert_scene_33.jpeg
